time,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,tau1,tau2,tau3,tau4,tau5,tau6,x,y,z
8.5,-0.212668165681962,0.0852981579881339,-0.00682110142034277,-1.3279197936376e-16,1.49231927022671,-0.212668165681962,0.356692898495372,0.154492147860147,0.0520445945693537,-5.60545552420739e-17,-0.206536742429479,0.356692898495372,1.14141727518519,0.49437487315247,0.166542702621932,-1.79374576774637e-16,-0.660917575774334,1.14141727518519,0,0,0,0,0,0,0.362181685195872,-0.0782071291790658,0.490011947005725
8.51,-0.209044053969791,0.0868678466611081,-0.00629231201766711,-1.33361511224445e-16,1.49022079215106,-0.209044053969791,0.368140402914494,0.159450333326717,0.053714884975575,-5.78535391062113e-17,-0.213165218302271,0.368140402914494,1.14799275182408,0.497222867921727,0.167502121823196,-1.8040791783652e-16,-0.664724989744855,1.14799275182408,0,0,0,0,0,0,0.36280442526441,-0.0769665183393131,0.489455246499343
8.52,-0.205305147502449,0.0884872556631499,-0.00574677306231823,-1.33949083166591e-16,1.48805584419367,-0.205305147502449,0.379650945526889,0.164435822128782,0.0553943732021767,-5.96624294694747e-17,-0.219830195330936,0.379650945526889,1.1540258269738,0.499835935751261,0.168382399932175,-1.8135602009952e-16,-0.668218335683367,1.1540258269738,0,0,0,0,0,0,0.363441266598189,-0.0756827101265028,0.488880362116657
8.53,-0.201450842926766,0.0901566463208174,-0.00518439651982353,-1.34554790007598e-16,1.48582407699351,-0.201450842926766,0.391219129711682,0.169446276861941,0.0570822718352608,-6.14803782488653e-17,-0.226528548697179,0.391219129711682,1.15952197943727,0.502216449640465,0.16918433635384,-1.82219744561605e-16,-0.671400785994236,1.15952197943727,0,0,0,0,0,0,0.364091761007589,-0.0743551620288689,0.488287152222661
8.54,-0.197480590581838,0.0918762567052744,-0.00460510218987913,-1.35178718127089e-16,1.48352517227911,-0.197480590581838,0.402839613636024,0.174479383851789,0.058777801454979,-6.33065459713637e-17,-0.233257185306744,0.402839613636024,1.16448668801741,0.504366782588729,0.169908730493164,-1.82999952220744e-16,-0.674275513081824,1.16448668801741,0,0,0,0,0,0,0.364755427134899,-0.0729833420134105,0.487675482006725
8.55,-0.19339389395115,0.0936463018695907,-0.00400881762640939,-1.35820945553003e-16,1.48115884255132,-0.19339389395115,0.414507110255096,0.179532853153911,0.0604801906355328,-6.51401017739303e-17,-0.240013043789419,0.414507110255096,1.16892543151715,0.506289307595444,0.17055638175512,-1.83697504074905e-16,-0.676845689350495,1.16892543151715,0,0,0,0,0,0,0.365431750399946,-0.0715667289669354,0.487045223457204
8.56,-0.189190309114697,0.0954669740860421,-0.00339547805762641,-1.36481542047701e-16,1.47872483076609,-0.189190309114697,0.426216387312109,0.18460441855389,0.0621886759451734,-6.69802234035051e-17,-0.246793094499038,0.426216387312109,1.17284368873941,0.507986397660002,0.171128089544681,-1.84313261122057e-16,-0.679114487204613,1.17284368873941,0,0,0,0,0,0,0.366120182975068,-0.070104813178446,0.486396255340425
8.57,-0.184869444201098,0.0973384430834099,-0.00276502630608953,-1.37160569194062e-16,1.47622291001718,-0.184869444201098,0.437962267338302,0.189691837567302,0.0639025019462017,-6.88260972170079e-17,-0.253594339513477,0.437962267338302,1.1762469384871,0.509460425781794,0.171624653266819,-1.84848084360169e-16,-0.681085079048542,1.1762469384871,0,0,0,0,0,0,0.366820143790602,-0.0685970968621791,0.485728463183951
8.58,-0.180430958839724,0.0992608562842815,-0.00211741270876481,-1.37858080481587e-16,1.47365288321899,-0.180430958839724,0.449739627652945,0.194792891439715,0.0656209211949683,-7.06769181813382e-17,-0.260413812634656,0.449739627652945,1.17914065956315,0.51071376496021,0.172046872326506,-1.85302834787208e-16,-0.682760637286645,1.17914065956315,0,0,0,0,0,0,0.367531018572095,-0.0670430947204991,0.485041739264013
8.59,-0.175874563612808,0.101234339042349,-0.0014525950370846,-1.38574121392492e-16,1.47101458278924,-0.175874563612808,0.461543400363336,0.199905385146693,0.0673431942418736,-7.25318898733751e-17,-0.267248579388539,0.461543400363336,1.18153033077048,0.511748788194642,0.172395546128715,-1.85678373401143e-16,-0.684144334323286,1.18153033077048,0,0,0,0,0,0,0.368252159910451,-0.0654423345457196,0.484335982597003
8.6,-0.171200019507574,0.103258994879712,-0.000770538417006941,-1.39308729487813e-16,1.4683078703318,-0.171200019507574,0.473368572364802,0.205027147393792,0.0690685896313676,-7.43902244799773e-17,-0.274095737025132,0.473368572364802,1.183421430912,0.512567868484481,0.172671474078419,-1.85975561199943e-16,-0.685239342562829,1.183421430912,0,0,0,0,0,0,0.368982887366241,-0.0637943578598192,0.483611098934897
8.61,-0.166407137368351,0.105334905724174,-7.12152490751732e-05,-1.40061934493506e-16,1.46553263631941,-0.166407137368351,0.4852101853407,0.210156030616565,0.0707963839019502,-7.62511427979834e-17,-0.280952414518486,0.4852101853407,1.18481943879065,0.513173378829118,0.17287545558059,-1.86195259181577e-16,-0.686048834409638,1.18481943879065,0,0,0,0,0,0,0.369722487609421,-0.0620987205908927,0.482867000764471
8.62,-0.161495777348695,0.107462132146544,0.000645394871522632,-1.40833758386543e-16,1.46268879977644,-0.161495777348695,0.497063335762415,0.215289910980555,0.0725258615861708,-7.81138742342115e-17,-0.287815772566697,0.497063335762415,1.18572983320934,0.513567692227945,0.173008290040202,-1.86338328344012e-16,-0.686575982268075,1.18572983320934,0,0,0,0,0,0,0.370470214595678,-0.0603549937850644,0.482103607310166
8.63,-0.156465848363506,0.109640713597938,0.00137930523489414,-1.41624215481017e-16,1.45977630796167,-0.156465848363506,0.508923174889363,0.220426688381302,0.0742563152106289,-7.99776568054595e-17,-0.294683003591901,0.508923174889363,1.18615809297099,0.513753181680351,0.173070776862225,-1.86405629685218e-16,-0.686823958542506,1.18615809297099,0,0,0,0,0,0,0.371225289780671,-0.0585627643524733,0.48132084454045
8.64,-0.151317307541153,0.111870668647075,0.00213052209638327,-1.42433312514235e-16,1.45679513605105,-0.151317307541153,0.520784908768988,0.225564286444339,0.0759870452959733,-8.1841737138505e-17,-0.301551331740281,0.520784908768988,1.18610969687852,0.51373222018573,0.173063715451634,-1.86398024203163e-16,-0.686795935637293,1.18610969687852,0,0,0,0,0,0,0.371986902373373,-0.0567216358458198,0.480518645177505
8.65,-0.146050159675587,0.114151995217581,0.00289904475651066,-1.43261048732825e-16,1.45374528682042,-0.146050159675587,0.532643798236763,0.230700652525192,0.0777173603569028,-8.37053704701052e-17,-0.308418012882063,0.532643798236763,1.18559012373486,0.513507180743471,0.172987905213401,-1.86316372895815e-16,-0.6864950859568,1.18559012373486,0,0,0,0,0,0,0.372754209629747,-0.0548312292698517,0.479696948710069
8.66,-0.140664456678466,0.116484670825286,0.00368486564091421,-1.44107415978832e-16,1.45062679032831,-0.140664456678466,0.544495158916191,0.235833757709381,0.0794465769021657,-8.55678206469969e-17,-0.315280334611514,0.544495158916191,1.18460485234292,0.513080436352965,0.172844145552497,-1.86161536761143e-16,-0.685924581905392,1.18460485234292,0,0,0,0,0,0,0.373526337187972,-0.0528911839200471,0.478855701409263
8.67,-0.135160297031274,0.118868652815528,0.00448797038028953,-1.44972398775815e-16,1.44743970359869,-0.135160297031273,0.556334361218803,0.240961596812421,0.0811740194345604,-8.74283601258968e-17,-0.322135616246949,0.556334361218803,1.18315936150562,0.512454360013605,0.172633235873897,-1.85934376797116e-16,-0.685087595887432,1.18315936150562,0,0,0,0,0,0,0.374302379446381,-0.050901158248642,0.477994856347196
8.68,-0.129537825237435,0.121303878600446,0.00530833789033046,-1.45855974414955e-16,1.44418411030373,-0.129537825237435,0.568156830344162,0.246082188379821,0.0828990204509346,-8.92862699735013e-17,-0.328981208830722,0.568156830344162,1.18125913002589,0.511631324724781,0.172355975582572,-1.85635754001701e-16,-0.683987300307282,1.18125913002589,0,0,0,0,0,0,0.375081399985277,-0.0488608307560343,0.477114373418157
8.69,-0.123797231274443,0.123790265896287,0.00614594045166957,-1.46758113041147e-16,1.44086012044655,-0.123797231274443,0.579958046279856,0.251193574687083,0.084620920442186,-9.11408398664861e-17,-0.335814495129235,0.579958046279856,1.17890963670665,0.510613703485884,0.172013164083495,-1.85266529372869e-16,-0.682626867569308,1.17890963670665,0,0,0,0,0,0,0.375862432033752,-0.0467699009054865,0.476214219362209
8.7,-0.117938750045973,0.126327712960702,0.00700074378981869,-1.47678777739102e-16,1.43746787004399,-0.117938750045973,0.591733543801506,0.256293821739703,0.0863390678932619,-9.29913680915071e-17,-0.34263288963293,0.591733543801506,1.17611636035082,0.509403869296305,0.171605600781639,-1.84827563908586e-16,-0.681009470077873,1.17611636035082,0,0,0,0,0,0,0.376644478982569,-0.0446280900589428,0.475294367790942
8.71,-0.111962660834002,0.128916098830047,0.00787270715510932,-1.48617924619449e-16,1.43400752080935,-0.111962660834002,0.60347891247276,0.261381019273172,0.0880528192831594,-9.48371615451996e-17,-0.349433838556295,0.60347891247276,1.17288477976132,0.508004195155436,0.171134085081975,-1.84319718606821e-16,-0.679138280237341,1.17288477976132,0,0,0,0,0,0,0.377426514944155,-0.0424351424316633,0.474354799215203
8.72,-0.105869286750934,0.131555283556683,0.00876178340263321,-1.49575502904833e-16,1.43047925983519,-0.105869286750934,0.615189796645297,0.266453280752973,0.0897615390849253,-9.66775357341785e-17,-0.356214819837861,0.615189796645297,1.16922037374106,0.506417054062667,0.170599416389478,-1.83743854465544e-16,-0.677016470452075,1.16922037374106,0,0,0,0,0,0,0.378207485360673,-0.0401908260632836,0.473395501074553
8.73,-0.0996589941917139,0.134245108446276,0.00966791907218282,-1.50551455016015e-16,1.42688329927605,-0.0996589941917138,0.626861895458822,0.271508743374583,0.0914645997656561,-9.85118147750386e-17,-0.362973343140202,0.626861895458822,1.16512862109298,0.50464481901739,0.170002394109119,-1.83100832482722e-16,-0.674647213126439,1.16512862109298,0,0,0,0,0,0,0.378986307661078,-0.0378949338027998,0.472416467768251
8.74,-0.0933321922859495,0.136985396295096,0.0105910544681918,-1.51545716657972e-16,1.42321987603122,-0.0933321922859494,0.638490962841073,0.276545568063477,0.0931613817864981,-1.00339331394354e-16,-0.369706949849937,0.638490962841073,1.16061500061998,0.502689863018996,0.169343817645871,-1.82391513656325e-16,-0.672033680664797,1.16061500061998,0,0,0,0,0,0,0.379761871968017,-0.0355472843048858,0.471417700687507
8.75,-0.0868893323500317,0.139775951627318,0.0115311237396756,-1.52558216905996e-16,1.41948925142752,-0.0868893323500316,0.650072807507815,0.281561939475118,0.0948512736026471,-1.0215942692868e-16,-0.376413213077726,0.650072807507815,1.155684991125,0.500554559066876,0.168624486404706,-1.8161675898432e-16,-0.669179045471513,1.155684991125,0,0,0,0,0,0,0.380533041855323,-0.0331477230348572,0.470399208248792
8.76,-0.0803309073392531,0.142616560932322,0.0124880549601717,-1.53588878291794e-16,1.41569171090202,-0.080330907339253,0.661603292962843,0.286556065994966,0.096533671663349,-1.03971451324549e-16,-0.383089737658276,0.661603292962843,1.15034407141096,0.498241280160421,0.167845199790597,-1.80777429464676e-16,-0.666086479950949,1.15034407141096,0,0,0,0,0,0,0.381298655156807,-0.0306961232795043,0.469361005927953
8.77,-0.0736574512999287,0.145506992901993,0.0134617702076805,-1.5463761688959e-16,1.41182756368484,-0.0736574512999286,0.673078337497981,0.291526179738476,0.0982079804118992,-1.05774763138474e-16,-0.389734160150335,0.673078337497981,1.14459772028077,0.495752399299022,0.167006757208518,-1.79874386095361e-16,-0.662759156507471,1.14459772028077,0,0,0,0,0,0,0.382057524826918,-0.0281923871609365,0.468303116294896
8.78,-0.0668695388215145,0.148446998668019,0.0144521856446054,-1.55704342402222e-16,1.40789714248189,-0.0668695388215145,0.684493914193081,0.296470536551095,0.0998736122856427,-1.0756872953695e-16,-0.396344148836697,0.684493914193081,1.13845141653735,0.493090289482071,0.166109958063439,-1.78908489874345e-16,-0.659200247545441,1.13845141653735,0,0,0,0,0,0,0.382808439853795,-0.0256364466504985,0.467225569048584
8.79,-0.0599677844887284,0.151436312039193,0.0154592115976937,-1.56788958247243e-16,1.40390080315762,-0.0599677844887284,0.695846050916027,0.301387416008264,0.101529987715975,-1.09352726296449e-16,-0.402917403724197,0.695846050916027,1.13191063898363,0.490257323708958,0.165155601760334,-1.77880601799596e-16,-0.655412925469224,1.13191063898363,0,0,0,0,0,0,0.383550166225078,-0.0230282645797461,0.466128401052127
8.8,-0.0529528423336691,0.154474649738714,0.0164827526379768,-1.5789136164302e-16,1.39983892441782,-0.052952842333669,0.707130830322729,0.306275121415418,0.103176535128339,-1.11126137803423e-16,-0.409451656543715,0.707130830322729,1.12498086642252,0.487255874979074,0.164144487704176,-1.76791582869082e-16,-0.651400362683183,1.12498086642252,0,0,0,0,0,0,0.384281447946779,-0.0203678356454033,0.465011656367679
8.81,-0.0458254052879357,0.157561711641483,0.0175227076607107,-1.59011443694834e-16,1.39571190749232,-0.0458254052879356,0.718344389857129,0.311131979807987,0.104812690942231,-1.12888357054304e-16,-0.415944670750176,0.718344389857129,1.11766757765696,0.484088316291812,0.163077415299937,-1.75642294080771e-16,-0.647165731591682,1.11766757765696,0,0,0,0,0,0,0.385001008115363,-0.0176551874051586,0.463875386290931
8.82,-0.0385862046347485,0.160697181011407,0.0185789699653168,-1.60149089480983e-16,1.39152017581779,-0.0385862046347485,0.729482921751196,0.315956341951394,0.106437899571194,-1.14638785655506e-16,-0.422394241522545,0.729482921751196,1.10997625148985,0.480757020646561,0.161955183952589,-1.74433596432633e-16,-0.642712204599084,1.10997625148985,0,0,0,0,0,0,0.385707550043087,-0.0148903812611066,0.462719649384923
8.83,-0.0312360094610672,0.163880724738695,0.0196514273353219,-1.61304178138877e-16,1.3872641747205,-0.0312360094610671,0.74054267302493,0.320746582341057,0.108051613422822,-1.16376833823418e-16,-0.428798195763835,0.74054267302493,1.10191236672412,0.477264361042714,0.160778593067106,-1.73166350922636e-16,-0.638042954109754,1.10191236672412,0,0,0,0,0,0,0.386399758436498,-0.0120735134275918,0.46154451151294
8.84,-0.0237756261097118,0.167111993577163,0.0207399621182993,-1.62476582951139e-16,1.38294437109905,-0.0237756261097118,0.75151994548636,0.325501099202385,0.109653292898759,-1.18101920384412e-16,-0.435154392101099,0.75151994548636,1.09348140216269,0.47361271047966,0.159548442048459,-1.71841418548748e-16,-0.633161152528054,1.09348140216269,0,0,0,0,0,0,0.38707630062787,-0.00920471588017295,0.460350045870237
8.85,-0.0162058976314817,0.17039062238153,0.0218444513058089,-1.63666171431707e-16,1.37856125310718,-0.0162058976314817,0.762411095731542,0.330218314490784,0.111242406394698,-1.19813472774839e-16,-0.441460720885436,0.762411095731542,1.08468883660849,0.469804441956792,0.158265530301622,-1.70459660308937e-16,-0.628069972258349,1.08468883660849,0,0,0,0,0,0,0.387735827859202,-0.00628415728239419,0.459136333014347
8.86,-0.00852770323727564,0.173716230344717,0.0229647666133376,-1.64872805411931e-16,1.37411532983646,-0.00852770323727559,0.773212535144563,0.334896673891653,0.112818430300381,-1.21510927041031e-16,-0.447715104191987,0.773212535144563,1.07554014886442,0.465841928473501,0.156930657231567,-1.69021937201173e-16,-0.622772585705003,1.07554014886442,0,0,0,0,0,0,0.388376976618273,-0.0033120438870257,0.457903460893732
8.87,-0.000741957750211519,0.177088421235152,0.0241007745602401,-1.66096341126677e-16,1.36960713099912,-0.000741957750211464,0.78392072989754,0.339534646820384,0.114380848999602,-1.23193727839296e-16,-0.453915495819939,0.78392072989754,1.06604081773342,0.461727543029176,0.155544622243266,-1.67529110223424e-16,-0.617272165272378,1.06604081773342,0,0,0,0,0,0,0.388998370026068,-0.000288620408422461,0.456651524874518
8.88,0.00715038894225462,0.180506783634066,0.0252523365496793,-1.67336629300422e-16,1.36503720661077,0.00715038894225462,0.794532200950618,0.344130726422364,0.115929154870202,-1.24861328435926e-16,-0.460059881292519,0.794532200950618,1.0561963220184,0.457463658623211,0.154108224741692,-1.65982040373658e-16,-0.61157188336484,1.0561963220184,0,0,0,0,0,0,0.38959861927476,0.00278582913735672,0.455380627765089
8.89,0.0151483524362077,0.183970891172792,0.0264193089485668,-1.68593515233355e-16,1.36040612667316,0.0151483524362077,0.805043524051971,0.348683429572974,0.117462848284074,-1.26513190707189e-16,-0.466146277857,0.805043524051971,1.04601214052229,0.453052648254996,0.152622264131818,-1.64381588649844e-16,-0.605674912386751,1.04601214052229,0,0,0,0,0,0,0.39017632511527,0.00591098062802215,0.454090879838297
8.9,0.0232509143591546,0.187480302770069,0.0276015431675033,-1.69866838887479e-16,1.35571448085694,0.0232509143591547,0.815451329737804,0.353191296877588,0.118981437607161,-1.28148785139336e-16,-0.4721727344847,0.815451329737803,1.035493752048,0.448496884923921,0.151087539818617,-1.6272861604995e-16,-0.599584424742475,1.035493752048,0,0,0,0,0,0,0.390730079393233,0.00908646906945969,0.452782398851045
8.91,0.0314570229179051,0.191034562869338,0.0287988857407191,-1.71156434972708e-16,1.35096287818446,0.0314570229179052,0.825752303332347,0.357652892671574,0.120484439199452,-1.29767590828595e-16,-0.478137331870977,0.825752303332347,1.02464663539846,0.443798741629378,0.14950485120706,-1.61023983571946e-16,-0.593303592836377,1.02464663539846,0,0,0,0,0,0,0.391258466632083,0.0123118878723858,0.45145531006103
8.92,0.0397655934464508,0.194633201676046,0.0300111784060149,-1.72462133032972e-16,1.34615194671246,0.0397655934464508,0.835943184947865,0.362066805020295,0.12197137741499,-1.31369095481174e-16,-0.484038182435236,0.835943184947865,1.01347626937659,0.438960591370759,0.147874997702121,-1.59268552213798e-16,-0.586835589072819,1.01347626937659,0,0,0,0,0,0,0.391760065661745,0.0155867881745335,0.450109746240404
8.93,0.0481755089538457,0.198275735394941,0.0312382581847018,-1.73783757532307e-16,1.34128233321488,0.0481755089538458,0.846020769484648,0.366431645719107,0.123441784601867,-1.32952795413263e-16,-0.489873430320923,0.846020769484648,1.00198813278531,0.433984807147454,0.146198778708771,-1.57463182973477e-16,-0.580183585856165,1.00198813278531,0,0,0,0,0,0,0.392233451291304,0.018910678211608,0.44874584768615
8.94,0.0566856206720879,0.201961666467376,0.0324799574615423,-1.75121127940966e-16,1.3363547028656,0.056685620672088,0.855981906631016,0.37074605029336,0.124895201102221,-1.3451819555103e-16,-0.49564125139553,0.855981906631016,0.990187704427534,0.428873761958855,0.144476993631985,-1.5560873684895e-16,-0.57335075559078,0.990187704427534,0,0,0,0,0,0,0.392677196023799,0.0222830227401955,0.447363762226939
8.95,0.0652947486039983,0.205690483808607,0.0337361040646902,-1.7647405882151e-16,1.33136973892122,0.0652947486039983,0.86582350086332,0.375008677998397,0.126331175252245,-1.36064809430622e-16,-0.501339853250591,0.86582350086332,0.97808046310619,0.423629828804352,0.142710441876733,-1.53706074838186e-16,-0.566340270681026,0.978080463106189,0,0,0,0,0,0,0.393089871811175,0.0257032425157404,0.44596364522628
8.96,0.0740016820711014,0.209461663045095,0.035006521345632,-1.77842359914915e-16,1.32632814240379,0.0740016820711014,0.875542511445938,0.379218211819558,0.127749263382177,-1.37592159198166e-16,-0.506967475201684,0.875542511445938,0.965671887624197,0.418255380683336,0.14089992284799,-1.51756057939154e-16,-0.559155303531268,0.965671887624196,0,0,0,0,0,0,0.393470051847185,0.0291707138286331,0.444545659581749
8.97,0.0828051802615052,0.2132746667518,0.0362910282591262,-1.79225836226664e-16,1.32123063178359,0.0828051802615052,0.885135952431278,0.383373358472174,0.129149029816309,-1.3909977560977e-16,-0.51252238828843,0.885135952431278,0.952967456784475,0.4127527905952,0.139046235950727,-1.49759547149821e-16,-0.55179902654587,0.952967456784475,0,0,0,0,0,0,0.393816312395944,0.0326847681013597,0.443109975720111
8.98,0.091703972777783,0.217128944689491,0.0375894394431451,-1.80624288112854e-16,1.31607794266188,0.0917039727777831,0.894600892659778,0.38747284840157,0.13053004687298,-1.40587198031521e-16,-0.518002895274497,0.894600892659778,0.939972649389947,0.407124431539334,0.137150180589917,-1.47717403468157e-16,-0.544274612129194,0.939972649389946,0,0,0,0,0,0,0.394127234653583,0.0362446915495685,0.441656771588137
8.99,0.100696760184852,0.221023934042035,0.038901565298814,-1.82037511366292e-16,1.31087082745367,0.100696760184852,0.903934455759904,0.391515435783066,0.131891894864579,-1.42053974439486e-16,-0.523407330647591,0.903934455759904,0.926692944243532,0.401372676515129,0.135212556170532,-1.45630487892131e-16,-0.536585232685605,0.926692944243531,0,0,0,0,0,0,0.394401406640366,0.0398497249097937,0.440186232638956
9,0.109782214557854,0.224959059653707,0.040227212070353,-1.83465297302594e-16,1.30561005507046,0.109782214557854,0.913133820148152,0.395499898521976,0.133234162097545,-1.43499661419709e-16,-0.528734060619467,0.913133820148152,0.913133820148152,0.395499898521976,0.133234162097546,-1.43499661419709e-16,-0.528734060619466,0.913133820148151,0,0,0,0,0,0,0.394637425120401,0.0434990632364616,0.438698551813747
9.01,0.118958980030036,0.228933734266481,0.0415661819250162,-1.8490743284629e-16,1.30029641060303,0.118958980030036,0.922196219029047,0.399425038253607,0.134556444872368,-1.44923824168218e-16,-0.53398148312592,0.922196219029047,0.899300755906728,0.389508470559267,0.13121579777593,-1.41325785048862e-16,-0.520724268335143,0.899300755906727,0,0,0,0,0,0,0.394833897545972,0.0471918557706677,0.437193929518639
9.02,0.128225673340631,0.232947358757336,0.0429182730330334,-1.86363700616917e-16,1.29493069500415,0.128225673340631,0.931118940395143,0.403289680343261,0.135858347483585,-1.46326036491018e-16,-0.539148027826791,0.931118940395143,0.88519923032218,0.383400765626392,0.129158262610657,-1.39109719777558e-16,-0.512559028236995,0.885199230322179,0,0,0,0,0,0,0.394989444023314,0.0509272058830715,0.435672573596639
9.03,0.137580884382738,0.236999322375553,0.0442832796475497,-1.87833879015121e-16,1.28951372477142,0.137580884382738,0.939899327027023,0.407092673886232,0.137139482219786,-1.47705880804095e-16,-0.544232156105962,0.939899327027023,0.87083472219743,0.377179156722743,0.127062356006701,-1.36852326603764e-16,-0.504241512729391,0.870834722197428,0,0,0,0,0,0,0.395102699296557,0.0547041710931047,0.43413469929446
9.04,0.147023176751199,0.241089002980019,0.0456609921845663,-1.89317742308763e-16,1.28404633162994,0.147023176751199,0.948534776493301,0.410832891707811,0.138399469363607,-1.49062948133412e-16,-0.549232361071361,0.9485347764933,0.856212710335397,0.37084601684771,0.124928877369033,-1.3455446652545e-16,-0.495774894216691,0.856212710335396,0,0,0,0,0,0,0.395172314746374,0.0585217631665204,0.432580529224119
9.05,0.156551088290486,0.245215767276519,0.0470511973028813,-1.90815060719007e-16,1.27852936221512,0.156551088290486,0.957022741150617,0.41450923036328,0.139637937191737,-1.50396838114915e-16,-0.55414716755496,0.957022741150617,0.841338673539004,0.364403719000686,0.122758626102626,-1.32217000540585e-16,-0.487162345103261,0.841338673539003,0,0,0,0,0,0,0.395196960399767,0.0623789482931416,0.43101029331917
9.06,0.166163131642576,0.249378971055045,0.0484536779840296,-1.92325600506431e-16,1.27296367775545,0.166163131642576,0.965360728143642,0.418120610137916,0.140854521974913,-1.51707158994528e-16,-0.558975132112772,0.965360728143642,0.826218090611171,0.35785463618106,0.120552401612453,-1.29840789647136e-16,-0.478407037793463,0.82621809061117,0,0,0,0,0,0,0.39517532694727,0.0662746473464795,0.429424228785464
9.07,0.175857794794833,0.253577959427089,0.0498682136122241,-1.93849124057121e-16,1.26735015375521,0.175857794794833,0.973546299405078,0.42166597504699,0.142048867977923,-1.52993527628156e-16,-0.563714843024856,0.973546299405078,0.810856440354818,0.351201141388225,0.118311003303486,-1.27426694843072e-16,-0.469512144691662,0.810856440354817,0,0,0,0,0,0,0.395106127763764,0.0702077362267039,0.427822580046345
9.08,0.185633541627887,0.257812067062947,0.0512945800542955,-1.95385389968771e-16,1.26168967967728,0.185633541627887,0.981577071655653,0.425144292835768,0.143220627459604,-1.54255569481681e-16,-0.568364920295313,0.981577071655653,0.795259201572868,0.344445607621571,0.116035230580698,-1.24975577126362e-16,-0.460480838202221,0.795259201572867,0,0,0,0,0,0,0.394988100928942,0.0741770462882401,0.426205598682173
9.09,0.195488812463518,0.262080618429018,0.0527325497396331,-1.96934153136784e-16,1.25598315862588,0.195488812463518,0.989450716404127,0.428554554979507,0.144369460672841,-1.55492918630967e-16,-0.572924015652289,0.989450716404126,0.77943185306824,0.33759040788049,0.113725882849061,-1.22488297494974e-16,-0.451316290729504,0.77943185306824,0,0,0,0,0,0,0.394820011243408,0.0781813648530655,0.424573543364104
9.1,0.205422024612531,0.266382928025101,0.0541818917401257,-1.98495164840372e-16,1.2502315070293,0.205422024612531,0.997164959947286,0.431895776683461,0.145495035864572,-1.56705217761858e-16,-0.577390812547974,0.997164959947286,0.763379873643855,0.330637915164372,0.111383759513548,-1.19965716946877e-16,-0.442021674677874,0.763379873643854,0,0,0,0,0,0,0.394600652236265,0.0822194358105513,0.422926679782065
9.11,0.215431572922641,0.270718300621702,0.0556423718501013,-2.00068172828656e-16,1.24443565432272,0.215431572922641,1.00471758336995,0.435166996882876,0.146597029275783,-1.57892118170176e-16,-0.581764026158599,1.00471758336995,0.747108742102635,0.323590502472609,0.109009659979132,-1.17408696480039e-16,-0.432600162451695,0.747108742102634,0,0,0,0,0,0,0.394328848160005,0.0862899603044774,0.421265280566845
9.12,0.22551583032635,0.275086031497325,0.0571137526662682,-2.01652921406763e-16,1.23859654263094,0.22551583032635,1.01210642254496,0.438367278242992,0.147675125141508,-1.59053279761723e-16,-0.58604240338444,1.01210642254496,0.730623937247501,0.316450542804592,0.106604383650785,-1.14818097092429e-16,-0.423054926455332,0.7306239372475,0,0,0,0,0,0,0.394003455968417,0.0903915975076146,0.419589625206287
9.13,0.23567314838883,0.279485406675778,0.0585957936676552,-2.0324915152193e-16,1.2327151264511,0.23567314838883,1.01932936813319,0.441495707159045,0.148729015690835,-1.60188371052282e-16,-0.590224722849819,1.01932936813319,0.713930937881373,0.309220409159711,0.10416872993348,-1.12194779782015e-16,-0.413389139093148,0.713930937881372,0,0,0,0,0,0,0.393623367273181,0.0945229654840297,0.417899999955519
9.14,0.2459018578558,0.283915703163473,0.0600882512955524,-2.04856600849601e-16,1.2267923723355,0.2459018578558,1.02638436558356,0.444551393756262,0.149758401146898,-1.61297069167614e-16,-0.594309794903098,1.02638436558356,0.697035222807171,0.301902474537359,0.101703498232189,-1.09539605546767e-16,-0.403605972769506,0.69703522280717,0,0,0,0,0,0,0.393187510274798,0.0986826421390281,0.416196697741223
9.15,0.256200269201411,0.288376189186721,0.0615908790334513,-2.06475003879527e-16,1.22082925857436,0.256200269201411,1.03326941513299,0.447533471889865,0.150762989726882,-1.62379059843461e-16,-0.598296461616685,1.03326941513299,0.679942270827818,0.294499111936926,0.0992094879518848,-1.06853435384651e-16,-0.39370859988877,0.679942270827817,0,0,0,0,0,0,0.39269485166344,0.102869166256403,0.414480018059914
9.16,0.266566673176119,0.292866124429039,0.0631034274869857,-2.08104092001868e-16,1.21482677487851,0.26656667317612,1.03998257180644,0.450441099145071,0.151742497642022,-1.63434037425544e-16,-0.602183596787031,1.03998257180644,0.662657560746235,0.287012694357804,0.0966874984975405,-1.04137130293637e-16,-0.383700192855304,0.662657560746233,0,0,0,0,0,0,0.392144398485321,0.107081038622405,0.412750266870253
9.17,0.276999341354575,0.297384760268442,0.0646256444638717,-2.09743593593288e-16,1.20878592206222,0.276999341354575,1.04652194541691,0.45327345683709,0.152696649097603,-1.64461704869564e-16,-0.60597010593463,1.04652194541691,0.64518657136534,0.279445594799383,0.0941383292741282,-1.01391551271694e-16,-0.373583924073472,0.645186571365339,0,0,0,0,0,0,0.39153519997017,0.111316723235604,0.411007756479391
